Border,Date,Measure,Value,Average 
US-Mexico Border,12/01/2014 12:00:00 AM,Personal Vehicles,12659532,13173951
US-Canada Border,12/01/2014 12:00:00 AM,Personal Vehicle Passengers,8917850,11640422
US-Mexico Border,12/01/2014 12:00:00 AM,Pedestrians,7631310,7434127
US-Canada Border,12/01/2014 12:00:00 AM,Personal Vehicles,4812150,5453178
US-Canada Border,12/01/2014 12:00:00 AM,Trucks,891596,1031864
US-Mexico Border,12/01/2014 12:00:00 AM,Trucks,862926,754356
US-Canada Border,12/01/2014 12:00:00 AM,Truck Containers Full,622104,766082
US-Mexico Border,12/01/2014 12:00:00 AM,Truck Containers Full,538114,460043
US-Mexico Border,12/01/2014 12:00:00 AM,Bus Passengers,488284,518649
US-Canada Border,12/01/2014 12:00:00 AM,Rail Containers Full,271746,203989
US-Canada Border,12/01/2014 12:00:00 AM,Bus Passengers,251356,584350
US-Mexico Border,12/01/2014 12:00:00 AM,Truck Containers Empty,207300,280037
US-Canada Border,12/01/2014 12:00:00 AM,Truck Containers Empty,201850,161184
US-Canada Border,12/01/2014 12:00:00 AM,Rail Containers Empty,122200,81350
US-Mexico Border,12/01/2014 12:00:00 AM,Rail Containers Empty,75992,57542
US-Mexico Border,12/01/2014 12:00:00 AM,Rail Containers Full,72860,50104
US-Canada Border,12/01/2014 12:00:00 AM,Pedestrians,39870,97521
US-Mexico Border,12/01/2014 12:00:00 AM,Buses,37766,41204
US-Canada Border,12/01/2014 12:00:00 AM,Train Passengers,30636,41515
US-Canada Border,12/01/2014 12:00:00 AM,Buses,11564,24050
US-Canada Border,12/01/2014 12:00:00 AM,Trains,4536,5147
US-Mexico Border,12/01/2014 12:00:00 AM,Train Passengers,1768,2104
US-Mexico Border,12/01/2014 12:00:00 AM,Trains,1650,1376
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,22704442,29153922
US-Mexico Border,11/01/2014 12:00:00 AM,Personal Vehicles,12019828,13179057
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicle Passengers,8499778,11654319
US-Mexico Border,11/01/2014 12:00:00 AM,Pedestrians,6880622,7436576
US-Canada Border,11/01/2014 12:00:00 AM,Personal Vehicles,4698246,5456519
US-Canada Border,11/01/2014 12:00:00 AM,Trucks,918684,1032365
US-Mexico Border,11/01/2014 12:00:00 AM,Trucks,854888,753911
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Full,698630,766381
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Full,607554,459390
US-Mexico Border,11/01/2014 12:00:00 AM,Bus Passengers,412744,519118
US-Canada Border,11/01/2014 12:00:00 AM,Bus Passengers,282236,585687
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Full,249372,203788
US-Mexico Border,11/01/2014 12:00:00 AM,Truck Containers Empty,242698,280203
US-Canada Border,11/01/2014 12:00:00 AM,Truck Containers Empty,209688,160970
US-Canada Border,11/01/2014 12:00:00 AM,Rail Containers Empty,126756,81149
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Full,78118,49980
US-Mexico Border,11/01/2014 12:00:00 AM,Rail Containers Empty,68048,57496
US-Canada Border,11/01/2014 12:00:00 AM,Pedestrians,37586,97786
US-Mexico Border,11/01/2014 12:00:00 AM,Buses,34646,41233
US-Canada Border,11/01/2014 12:00:00 AM,Train Passengers,25030,41588
US-Canada Border,11/01/2014 12:00:00 AM,Buses,13042,24098
US-Canada Border,11/01/2014 12:00:00 AM,Trains,4700,5149
US-Mexico Border,11/01/2014 12:00:00 AM,Train Passengers,1686,2106
US-Mexico Border,11/01/2014 12:00:00 AM,Trains,1602,1375
US-Mexico Border,10/01/2014 12:00:00 AM,Personal Vehicle Passengers,21951398,29185934
US-Mexico Border,10/01/2014 12:00:00 AM,Personal Vehicles,12134892,13183698
US-Canada Border,10/01/2014 12:00:00 AM,Personal Vehicle Passengers,9532642,11663749
US-Mexico Border,10/01/2014 12:00:00 AM,Pedestrians,6799908,7439406
US-Canada Border,10/01/2014 12:00:00 AM,Personal Vehicles,5370058,5456903
US-Canada Border,10/01/2014 12:00:00 AM,Trucks,1040082,1032331
US-Mexico Border,10/01/2014 12:00:00 AM,Trucks,978516,752913
US-Canada Border,10/01/2014 12:00:00 AM,Truck Containers Full,805280,766208
US-Mexico Border,10/01/2014 12:00:00 AM,Truck Containers Full,675048,458432
US-Mexico Border,10/01/2014 12:00:00 AM,Bus Passengers,409032,519607
US-Canada Border,10/01/2014 12:00:00 AM,Bus Passengers,383898,586583
US-Mexico Border,10/01/2014 12:00:00 AM,Truck Containers Empty,274158,280229
US-Canada Border,10/01/2014 12:00:00 AM,Rail Containers Full,268658,203500
US-Canada Border,10/01/2014 12:00:00 AM,Truck Containers Empty,246846,160588
US-Canada Border,10/01/2014 12:00:00 AM,Rail Containers Empty,131630,80925
US-Canada Border,10/01/2014 12:00:00 AM,Pedestrians,99954,97776
US-Mexico Border,10/01/2014 12:00:00 AM,Rail Containers Full,84136,49828
US-Mexico Border,10/01/2014 12:00:00 AM,Rail Containers Empty,78468,57403
US-Mexico Border,10/01/2014 12:00:00 AM,Buses,35228,41260
US-Canada Border,10/01/2014 12:00:00 AM,Train Passengers,33356,41625
US-Canada Border,10/01/2014 12:00:00 AM,Buses,16484,24132
US-Canada Border,10/01/2014 12:00:00 AM,Trains,4794,5151
US-Mexico Border,10/01/2014 12:00:00 AM,Train Passengers,1964,2107
US-Mexico Border,10/01/2014 12:00:00 AM,Trains,1766,1374
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,20499372,29224713
US-Mexico Border,09/01/2014 12:00:00 AM,Personal Vehicles,11354430,13191865
US-Canada Border,09/01/2014 12:00:00 AM,Personal Vehicle Passengers,9776546,11672174
US-Mexico Border,09/01/2014 12:00:00 AM,Pedestrians,6206750,7444909
US-Canada Border,09/01/2014 12:00:00 AM,Personal Vehicles,5525348,5456597
US-Canada Border,09/01/2014 12:00:00 AM,Trucks,1019012,1032390
US-Mexico Border,09/01/2014 12:00:00 AM,Trucks,881178,752340
US-Canada Border,09/01/2014 12:00:00 AM,Truck Containers Full,756908,766249
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Full,609036,457760
US-Canada Border,09/01/2014 12:00:00 AM,Bus Passengers,440506,587235
US-Mexico Border,09/01/2014 12:00:00 AM,Bus Passengers,383598,520214
US-Canada Border,09/01/2014 12:00:00 AM,Rail Containers Full,265604,203223
US-Mexico Border,09/01/2014 12:00:00 AM,Truck Containers Empty,264186,280301
US-Canada Border,09/01/2014 12:00:00 AM,Truck Containers Empty,242366,160223
US-Canada Border,09/01/2014 12:00:00 AM,Rail Containers Empty,133300,80691
US-Canada Border,09/01/2014 12:00:00 AM,Pedestrians,87574,97822
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Full,79658,49695
US-Mexico Border,09/01/2014 12:00:00 AM,Rail Containers Empty,71652,57339
US-Canada Border,09/01/2014 12:00:00 AM,Train Passengers,63448,41527
US-Mexico Border,09/01/2014 12:00:00 AM,Buses,35746,41284
US-Canada Border,09/01/2014 12:00:00 AM,Buses,20332,24149
US-Canada Border,09/01/2014 12:00:00 AM,Trains,4790,5152
US-Mexico Border,09/01/2014 12:00:00 AM,Trains,1644,1372
US-Mexico Border,09/01/2014 12:00:00 AM,Train Passengers,1470,2109
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,22079196,29256755
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicle Passengers,15250252,11656128
US-Mexico Border,08/01/2014 12:00:00 AM,Personal Vehicles,11690226,13198598
US-Canada Border,08/01/2014 12:00:00 AM,Personal Vehicles,7339248,5448155
US-Mexico Border,08/01/2014 12:00:00 AM,Pedestrians,6836678,7447636
US-Canada Border,08/01/2014 12:00:00 AM,Trucks,945576,1032779
US-Mexico Border,08/01/2014 12:00:00 AM,Trucks,884856,751746
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Full,686140,766608
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Full,611470,457070
US-Mexico Border,08/01/2014 12:00:00 AM,Bus Passengers,594038,519883
US-Canada Border,08/01/2014 12:00:00 AM,Bus Passengers,567296,587325
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Full,274824,202902
US-Mexico Border,08/01/2014 12:00:00 AM,Truck Containers Empty,264418,280372
US-Canada Border,08/01/2014 12:00:00 AM,Truck Containers Empty,232754,159898
US-Canada Border,08/01/2014 12:00:00 AM,Pedestrians,169644,97500
US-Canada Border,08/01/2014 12:00:00 AM,Rail Containers Empty,135342,80446
US-Canada Border,08/01/2014 12:00:00 AM,Train Passengers,91946,41301
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Full,84368,49540
US-Mexico Border,08/01/2014 12:00:00 AM,Rail Containers Empty,73764,57265
US-Mexico Border,08/01/2014 12:00:00 AM,Buses,37486,41301
US-Canada Border,08/01/2014 12:00:00 AM,Buses,24142,24149
US-Canada Border,08/01/2014 12:00:00 AM,Trains,4894,5153
US-Mexico Border,08/01/2014 12:00:00 AM,Train Passengers,2042,2110
US-Mexico Border,08/01/2014 12:00:00 AM,Trains,1788,1371
US-Mexico Border,07/01/2014 12:00:00 AM,Personal Vehicle Passengers,22343414,29287897
US-Canada Border,07/01/2014 12:00:00 AM,Personal Vehicle Passengers,13662436,11647091
US-Mexico Border,07/01/2014 12:00:00 AM,Personal Vehicles,11599102,13205803
US-Canada Border,07/01/2014 12:00:00 AM,Personal Vehicles,6838506,5441892
US-Mexico Border,07/01/2014 12:00:00 AM,Pedestrians,6723166,7450900
US-Canada Border,07/01/2014 12:00:00 AM,Trucks,986424,1032988
US-Mexico Border,07/01/2014 12:00:00 AM,Trucks,922002,750979
US-Canada Border,07/01/2014 12:00:00 AM,Truck Containers Full,716906,766832
US-Mexico Border,07/01/2014 12:00:00 AM,Truck Containers Full,641240,456241
US-Mexico Border,07/01/2014 12:00:00 AM,Bus Passengers,632516,519376
US-Canada Border,07/01/2014 12:00:00 AM,Bus Passengers,488238,587771
US-Canada Border,07/01/2014 12:00:00 AM,Rail Containers Full,274132,202581
US-Mexico Border,07/01/2014 12:00:00 AM,Truck Containers Empty,271914,280410
US-Canada Border,07/01/2014 12:00:00 AM,Truck Containers Empty,245994,159510
US-Canada Border,07/01/2014 12:00:00 AM,Rail Containers Empty,139760,80179
US-Canada Border,07/01/2014 12:00:00 AM,Pedestrians,132196,97344
US-Mexico Border,07/01/2014 12:00:00 AM,Rail Containers Full,83858,49385
US-Canada Border,07/01/2014 12:00:00 AM,Train Passengers,82598,41115
US-Mexico Border,07/01/2014 12:00:00 AM,Rail Containers Empty,72114,57199
US-Mexico Border,07/01/2014 12:00:00 AM,Buses,38784,41313
US-Canada Border,07/01/2014 12:00:00 AM,Buses,23906,24150
US-Canada Border,07/01/2014 12:00:00 AM,Trains,5116,5153
US-Mexico Border,07/01/2014 12:00:00 AM,Train Passengers,1858,2111
US-Mexico Border,07/01/2014 12:00:00 AM,Trains,1694,1369
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,20621542,29327111
US-Mexico Border,06/01/2014 12:00:00 AM,Personal Vehicles,11293154,13214458
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicle Passengers,11098092,11649575
US-Mexico Border,06/01/2014 12:00:00 AM,Pedestrians,6427528,7455530
US-Canada Border,06/01/2014 12:00:00 AM,Personal Vehicles,6032106,5439222
US-Canada Border,06/01/2014 12:00:00 AM,Trucks,1004392,1033118
US-Mexico Border,06/01/2014 12:00:00 AM,Trucks,893062,750336
US-Canada Border,06/01/2014 12:00:00 AM,Truck Containers Full,744532,766933
US-Mexico Border,06/01/2014 12:00:00 AM,Truck Containers Full,633018,455441
US-Canada Border,06/01/2014 12:00:00 AM,Bus Passengers,465692,588324
US-Mexico Border,06/01/2014 12:00:00 AM,Bus Passengers,440726,519731
US-Canada Border,06/01/2014 12:00:00 AM,Rail Containers Full,260184,202320
US-Mexico Border,06/01/2014 12:00:00 AM,Truck Containers Empty,255454,280523
US-Canada Border,06/01/2014 12:00:00 AM,Truck Containers Empty,243300,159131
US-Canada Border,06/01/2014 12:00:00 AM,Rail Containers Empty,132402,79943
US-Canada Border,06/01/2014 12:00:00 AM,Pedestrians,95108,97354
US-Mexico Border,06/01/2014 12:00:00 AM,Rail Containers Full,85182,49223
US-Canada Border,06/01/2014 12:00:00 AM,Train Passengers,80548,40937
US-Mexico Border,06/01/2014 12:00:00 AM,Rail Containers Empty,74426,57121
US-Mexico Border,06/01/2014 12:00:00 AM,Buses,34866,41342
US-Canada Border,06/01/2014 12:00:00 AM,Buses,22962,24156
US-Canada Border,06/01/2014 12:00:00 AM,Trains,4880,5155
US-Mexico Border,06/01/2014 12:00:00 AM,Train Passengers,1994,2111
US-Mexico Border,06/01/2014 12:00:00 AM,Trains,1688,1368
US-Mexico Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,21505550,29362663
US-Mexico Border,05/01/2014 12:00:00 AM,Personal Vehicles,11819220,13220800
US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicle Passengers,10242530,11655971
US-Mexico Border,05/01/2014 12:00:00 AM,Pedestrians,6972988,7457724
US-Canada Border,05/01/2014 12:00:00 AM,Personal Vehicles,5600646,5438488
US-Canada Border,05/01/2014 12:00:00 AM,Trucks,1007266,1033235
US-Mexico Border,05/01/2014 12:00:00 AM,Trucks,948554,749435
US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Full,759434,766967
US-Mexico Border,05/01/2014 12:00:00 AM,Truck Containers Full,683712,454403
US-Canada Border,05/01/2014 12:00:00 AM,Bus Passengers,541238,588538
US-Mexico Border,05/01/2014 12:00:00 AM,Bus Passengers,497592,519832
US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Full,279148,201971
US-Mexico Border,05/01/2014 12:00:00 AM,Truck Containers Empty,257298,280629
US-Canada Border,05/01/2014 12:00:00 AM,Truck Containers Empty,242124,158753
US-Canada Border,05/01/2014 12:00:00 AM,Rail Containers Empty,146428,79640
US-Mexico Border,05/01/2014 12:00:00 AM,Rail Containers Full,87304,49050
US-Canada Border,05/01/2014 12:00:00 AM,Pedestrians,79182,97436
US-Mexico Border,05/01/2014 12:00:00 AM,Rail Containers Empty,76876,57031
US-Canada Border,05/01/2014 12:00:00 AM,Train Passengers,53646,40879
US-Mexico Border,05/01/2014 12:00:00 AM,Buses,35410,41369
US-Canada Border,05/01/2014 12:00:00 AM,Buses,21838,24166
US-Canada Border,05/01/2014 12:00:00 AM,Trains,5286,5154
US-Mexico Border,05/01/2014 12:00:00 AM,Train Passengers,1996,2112
US-Mexico Border,05/01/2014 12:00:00 AM,Trains,1716,1366
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,21329946,29399343
US-Mexico Border,04/01/2014 12:00:00 AM,Personal Vehicles,11450246,13228884
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicle Passengers,9008724,11668059
US-Mexico Border,04/01/2014 12:00:00 AM,Pedestrians,6938750,7460094
US-Canada Border,04/01/2014 12:00:00 AM,Personal Vehicles,4925904,5440828
US-Canada Border,04/01/2014 12:00:00 AM,Trucks,993972,1033414
US-Mexico Border,04/01/2014 12:00:00 AM,Trucks,936526,748581
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Full,671312,767404
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Full,668538,453426
US-Mexico Border,04/01/2014 12:00:00 AM,Bus Passengers,472706,520047
US-Canada Border,04/01/2014 12:00:00 AM,Bus Passengers,358446,589588
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Full,256722,201721
US-Mexico Border,04/01/2014 12:00:00 AM,Truck Containers Empty,253490,280753
US-Canada Border,04/01/2014 12:00:00 AM,Truck Containers Empty,207478,158531
US-Canada Border,04/01/2014 12:00:00 AM,Rail Containers Empty,139462,79367
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Empty,74090,56953
US-Mexico Border,04/01/2014 12:00:00 AM,Rail Containers Full,73986,48936
US-Canada Border,04/01/2014 12:00:00 AM,Pedestrians,57736,97618
US-Mexico Border,04/01/2014 12:00:00 AM,Buses,35478,41396
US-Canada Border,04/01/2014 12:00:00 AM,Train Passengers,29470,40931
US-Canada Border,04/01/2014 12:00:00 AM,Buses,15732,24205
US-Canada Border,04/01/2014 12:00:00 AM,Trains,4806,5156
US-Mexico Border,04/01/2014 12:00:00 AM,Train Passengers,1620,2114
US-Mexico Border,04/01/2014 12:00:00 AM,Trains,1584,1365
US-Mexico Border,03/01/2014 12:00:00 AM,Personal Vehicle Passengers,21541148,29435389
US-Mexico Border,03/01/2014 12:00:00 AM,Personal Vehicles,11742472,13235703
US-Canada Border,03/01/2014 12:00:00 AM,Personal Vehicle Passengers,8892384,11680791
US-Mexico Border,03/01/2014 12:00:00 AM,Pedestrians,7416916,7460292
US-Canada Border,03/01/2014 12:00:00 AM,Personal Vehicles,4712654,5444169
US-Canada Border,03/01/2014 12:00:00 AM,Trucks,989816,1033614
US-Mexico Border,03/01/2014 12:00:00 AM,Trucks,935656,747723
US-Canada Border,03/01/2014 12:00:00 AM,Truck Containers Full,740430,767528
US-Mexico Border,03/01/2014 12:00:00 AM,Truck Containers Full,670640,452429
US-Mexico Border,03/01/2014 12:00:00 AM,Bus Passengers,450680,520365
US-Canada Border,03/01/2014 12:00:00 AM,Rail Containers Full,266392,201424
US-Canada Border,03/01/2014 12:00:00 AM,Bus Passengers,265824,591073
US-Mexico Border,03/01/2014 12:00:00 AM,Truck Containers Empty,259676,280849
US-Canada Border,03/01/2014 12:00:00 AM,Truck Containers Empty,234046,158185
US-Canada Border,03/01/2014 12:00:00 AM,Rail Containers Empty,128006,79144
US-Mexico Border,03/01/2014 12:00:00 AM,Rail Containers Full,82102,48784
US-Mexico Border,03/01/2014 12:00:00 AM,Rail Containers Empty,74824,56871
US-Mexico Border,03/01/2014 12:00:00 AM,Buses,39736,41403
US-Canada Border,03/01/2014 12:00:00 AM,Pedestrians,32654,97916
US-Canada Border,03/01/2014 12:00:00 AM,Train Passengers,27250,40994
US-Canada Border,03/01/2014 12:00:00 AM,Buses,13058,24256
US-Canada Border,03/01/2014 12:00:00 AM,Trains,4566,5158
US-Mexico Border,03/01/2014 12:00:00 AM,Train Passengers,1642,2116
US-Mexico Border,03/01/2014 12:00:00 AM,Trains,1640,1364
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,18604620,29485301
US-Mexico Border,02/01/2014 12:00:00 AM,Personal Vehicles,10244160,13249489
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicle Passengers,7029760,11702224
US-Mexico Border,02/01/2014 12:00:00 AM,Pedestrians,6454944,7464925
US-Canada Border,02/01/2014 12:00:00 AM,Personal Vehicles,3893878,5451313
US-Canada Border,02/01/2014 12:00:00 AM,Trucks,889498,1034278
US-Mexico Border,02/01/2014 12:00:00 AM,Trucks,844554,747277
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Full,664928,768001
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Full,604450,451729
US-Mexico Border,02/01/2014 12:00:00 AM,Bus Passengers,322698,521276
US-Mexico Border,02/01/2014 12:00:00 AM,Truck Containers Empty,245554,281012
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Full,235524,201267
US-Canada Border,02/01/2014 12:00:00 AM,Bus Passengers,222380,592773
US-Canada Border,02/01/2014 12:00:00 AM,Truck Containers Empty,217668,157910
US-Canada Border,02/01/2014 12:00:00 AM,Rail Containers Empty,105936,79021
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Full,72476,48675
US-Mexico Border,02/01/2014 12:00:00 AM,Rail Containers Empty,64610,56835
US-Mexico Border,02/01/2014 12:00:00 AM,Buses,28828,41461
US-Canada Border,02/01/2014 12:00:00 AM,Pedestrians,22728,98262
US-Canada Border,02/01/2014 12:00:00 AM,Train Passengers,22532,41079
US-Canada Border,02/01/2014 12:00:00 AM,Buses,11838,24313
US-Canada Border,02/01/2014 12:00:00 AM,Trains,4206,5163
US-Mexico Border,02/01/2014 12:00:00 AM,Trains,1440,1363
US-Mexico Border,02/01/2014 12:00:00 AM,Train Passengers,1406,2120
US-Mexico Border,01/01/2014 12:00:00 AM,Personal Vehicle Passengers,20891940,29525085
US-Mexico Border,01/01/2014 12:00:00 AM,Personal Vehicles,11240124,13258791
